label,text
ham,"Re: 64-bit netbooks with Debian linuxOn 5/5/2010 8:49 AM, Camaleón wrote: > BTW, my Shuttle box has also a ram limitation of 2 GiB (and currently > using only 1 GiB) but has installed ""amd64"". It runs fine, without > noticeable drawbacks. A concern was ""future-proofing"". More than one GB is not needed now. What about later? -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/4BE1D665.8010201@allums.com "
ham,"Re: USB device attached via RS232 adaptorOn Sun, 18 Apr 2010 22:08:16 +0300, Dotan Cohen wrote: > He's got a few of these connected via serial adaptors: > http://www.infinityusb.com/default.asp?show=productsdetail&ProductID=12 > > Why aren't they on real USB, I don't know. Because the device may expect a USB host controller instead a RS-232 :-? > I am going over there to help > him tomorrow, so to come prepared I started googling today. Although the > USB-serial adaptors seem to be popular, I find nothing about how to > mount devices attached to them. What seems to be more popular are RS-232 devices (modems, printers...) connected/attached to a computer USB host port, but not the opposite. > I am assuming that, being a card reader, > I will be able to mount the media (card). Mmm, have you tested it? :-? Insert a smartcard and check the output of ""dmesg"" and ""mount"" commands. They will tell. Greetings, -- Camaleón -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/pan.2010.04.18.19.33.37@csmining.org "
ham,"Re: isn't sed s,x,x, one big no-op?From nobody Mon Mar 5 10:42:14 2018 Content-Type: text/plain; charset=us-ascii Content-Disposition: inline Content-Transfer-Encoding: quoted-printable On Thu, May 06, 2010 at 08:52:39AM +0800, jidanni@jidanni.org wrote: > In /etc/grub.d/00_header we see >=20 > transform=3D""s,x,x,"" > grub_prefix=3D`echo /boot/grub | sed ${transform}` > locale_dir=3D`echo /boot/grub/locale | sed ${transform}` >=20 > Isn't that sed line one big no-op? looks like it to me.=20 > Should I file a bug to have it removed or at least have a comment added > as to its purpose, or have them use a better way to achieve what they > are trying to do? maybe a question is better than a bug report. I imagine it's just a convenience variable in case someone needs to transform paths for some reason. A "
spam,"ADV: Are you protected? Free Life Insurance quote oefikLowest rates available for term life insurance! Take a moment and fill out our online form to see the low rate you qualify for. Save up to 70% from regular rates! Smokers accepted! http://ww1.bestoffersonthenet.com/termlifequote/ Representing quality nationwide carriers. Act now! --------------------------------------- To easily remove your address from the list, go to: http://ww1.bestoffersonthenet.com/stopthemailplease/ Please allow 48-72 hours for removal. "
ham,"Re: how to uninstall java preview?On Apr 6, 2010, at 10:40 AM, Gabriele Kahlout wrote: > Hello, >=20 > Today presenting my application to a macbook user with the latest java > releasion (1.6.17) > my application failed to install properly (see the java console) and > error JOptionPane . >=20 > On my machine the same works flawlessly. However I've this preview > installed (1.6.19) and so I'm failing to re-produce the same testing > environment. So I'd like to go back to the version my users have to be > able to better assist them, unless you have better suggestions. >=20 > I'd be very thankful if you could also report to me if others have > problems, just launching this (you need to choose an installation > directory, and after doing so the error should appear): > https://sourceforge.net/projects/memorizeasy/ WARNING: THIS IS A VERY BAD THING TO DO, AND WILL PUT YOUR MACHINE INTO = AN UNSUPPORTABLE CONFIGURATION! There is no official way to roll back to the GM version, however the = installer for 10.6 Update 1 is at , = and the 10.5 Update 6 is at . If you manually modify the bundle version in the = /System/Library/Frameworks/JavaVM.framework/Resources/Info.plist, the = installer should install on top of the developer preview, however it = will not be aware of some of the new content in the DP. This causes some = tools like Java VisualVM to fail, because it's bundle will contain a = hodgepodge of GM and DP bits, and the GM installer doesn't know to = remove the DP bits (because when it was created, the DP bits we not = invented yet). This should be enough to test the 1.6.0_17 JVM, but this is hardly a = ""valid"" configuration. Installing the 10M3044/9M3144 DP again on top of = this mixed mess _should_ clean up the GM bits and put you into a valid = DP configuration. Probably. Most likely. If things get too out of control, you should always be able to move = aside the /System/Library/Frameworks/JavaVM.framework/Versions = directory, and re-run either the GM or DP installer, and you should get = a fully coherent Java installation (modulo the tools in /usr/share/java = and a other few exceptions in /System/Library which don't really change = between versions). Best of luck, Mike Swingler Java Runtime Engineer Apple Inc.= _______________________________________________ Do not post admin requests to the list. They will be ignored. Java-dev mailing list (Java-dev@lists.apple.com) Help/Unsubscribe/Update your Subscription: http://lists.apple.com/mailman/options/java-dev/mlsubscriber.tech%40csmining.org This email sent to mlsubscriber.tech@csmining.org "
spam,"[SPAM] Mobile applications' portal Reader's Digest | Living Healthy | October 2, 2009 &nbsp; 			If you cannot see this email, please 			click here . 					 					 				 About Us 					Living Healthy is a weekly newsletter from readersdigest 					filled with trusted tips on everything from wellness and 					relationships to healthy eating and weight loss. You&#39;ll also 					find nutritious recipes, uplifting true medical dramas and 					stories about real people and a dose of humor to help keep 					the doctor away. You are subscribed to this email as hibody@csmining.org. You can unsubscribe from this email by updating your 					preferences 					here . 					 					 					View our 					privacy policy . 					 					Download our widgets and toolbar . 					 					Please do not reply to this email. If you have questions or 					comments, 					email the editors . 					 					 					Reader&#39;s Digest Association 					Reader&#39;s Digest Road 					Pleasantville, NY 10570-7000 					 					 					Copyright (c) 2009 Reader&#39;s Digest. All rights reserved. "
spam,"Re: change of plansHello you two, I am so sorry Catherine for not writing recently. I have just been vv busybeing a working mother and sometimes it all gets too much you know!! i cannot wait to see you both although we may meet at the airport on the 16/6 as that's the day we're going to france but i will see you both at Bronagh's house for her 30th which we're going to on the way back from the airport. I am so excited about seeing you!!! liitle Eva ( Aine) was born on Tuesday She is absolutely incredible. poor Bronagh is 11 dsays over!! Sounds like you've been having an amazing time. Hope you won't be too depressed to be back!! Lots of love Deirdre ""Justin Mason"" wrote: < < Just a quick note - < < we've decided to go up to Annapurna Base Camp instead of < the Jomsom trek - it's a bit more impressive visually < (if a little soggier). So as of tomorrow morning, ourselves < and our guide Bhadra will be leaping like gazelles up 4000-odd < metres into the Himalayas... we'll be sure to take a few < pics on the way. Sorry for the bonus mail, but we have to tell < someone because we forgot to tell the Irish embassy ;) < < Next update in 10-14 days, ish, < < --j. < < < < _______________________________________________ < Travelogue mailing list < Travelogue@jmason.org < http://jmason.org/mailman/listinfo/travelogue < "
spam,"[SPAM] Free foot fetish galleryAmatuer, girl-girl feet tickling movies, and foot worship movies at http://www.ticklefootsies.com "
ham,"dumb question: X client behind a firewall?Let's say you're behind a firewall and have a NAT address. Is there any way to telnet to a linux box out there in the world and set your DISPLAY in some way that you can create xterms on your own screen? - Joe -- That girl became the spring wind She flew somewhere, far away Undoing her hair, lying down, in her sleep She becomes the wind. "
ham,"dash-as-bin-shFrom nobody Mon Mar 5 10:42:14 2018 Content-Type: text/plain; charset=ISO-8859-1 Hi, List! I have a few simple questions for you: 1 - I there a better place to get help with dash 2 - Is there way to detect that a script is running as dash, instead of a shell like Solaris' /bin/sh 3 - Corollary to #2, can I expect dash-as-sh to by a hard link or a sym link? (I would think not, but don't know Debian's policy here) 4 - Reason for #2, is there a way to list all functions declared in a script with dash? Under Solaris' shell, bash, or the korn shell I can use ""typeset"" -- I've searched POSIX and don't see a way that doesn't involve parsing the script. Thanks, Wes -- Wesley W. Garland Director, Product Development PageMail, Inc. +1 613 542 2787 x 102 "
ham,"Re: [SAtalk] O.T. Habeus -- Why? On Wednesday, August 28, 2002, at 04:38 PM, Daniel Quinlan wrote: > Just a few notes: > > - It will be difficult to find, prosecute, and win money from someone > in various non-friendly countries where spam originates (China is a > good example) even if they do officially ""respect"" copyright law. A lot of spam which *appears* to originate from China, and even a lot which advertises websites hosted there, is sent by, and is done for the benefit of, companies based in the US. The spam often appears to originate there because it's coming from open http, or squid proxy servers. It's hosted there because these spammers are now persona-non-grata on all US ISPs. One hardly needs to involve the Chinese government in a case where a US citizen is violating US law. > - Law suits take time. Between now and conclusion of the first court > case, we could have years of spam in our mail boxes! The first court cases were actually concluded years ago. These include many legal precedents which are used to protect the rights of ISPs to block mail, and to terminate service to spammers. > - Contact information can change: phone numbers, PO boxes, stolen > cell phones, temporary email addresses, etc. Surprising then, how much information you can find on the current whereabouts of long-time spammers like Alan Ralksy of Detroit, Michigan. Ralsky is a guy who even gives interviews to the news media. If you can connect a specific corpus of spam to him, his street address is well known. Ralsky is a prime candidate for lawsuits in any state with an anti-spam law. Thomas Cowles is another long-time spammer, but last I heard he'd been jailed for stealing computer equipment from his business partner, Eddy Marin (also a long time spammer (You've heard of PopLaunch, right?) > - Spammers do not always remember to include contact information! I > don't understand it either, but nobody said they were bright. Also, > some spam is non-commercial or sent by a third-party (for example, > ""pump and dump"" stock scams), so contact information is not strictly > required for the spammer to get their way. Back when I was working at MAPS, there was a flap over a pump-and-dump spammer, Rodona Garst. Seems she had an open file-share on her laptop, and when she forged the wrong domain, the real owner hacked in and posted all her private information on a website. Oh, look, it's still there, including the nude photos: http://belps.freewebsites.com/ I recall this well, because the SEC was VERY interested in confirming the validity of the information found online. There were some ""interesting"" conversations. This summer, the SEC released the following: http://www.sec.gov/litigation/admin/33-8113.htm Yes, the investigation took two years, but the financial penalty for operating a pump-and-dump scam isn't small. The wheels of government grind slow, but the grind very fine indeed. --B ------------------------------------------------------- This sf.net email is sponsored by: Jabber - The world's fastest growing real-time communications platform! Don't just IM. Build it in! http://www.jabber.com/osdn/xim _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-talk "
spam,"Hi, hibody! This is your coupon for -70%. authority drought there a anthropology in has a To view this email as a web page, click here. Tue, May 11, 2010 &nbsp; to the A | was | and | Balkans Homburg innovations | peace first One A tonal answer is usually called for when the subject begins with a prominent dominant note, or where there is a prominent dominant note very close to the beginning of the subject.The main body of Japanese statutory law is a collection called the Six Codes. Alboin moved west in his march, invading the region of Liguria (north-east Italy) and reaching its capital Mediolanum (Milan) on September 3, 569, already abandoned by the vicarius Italiae (vicar of Italy) entitled with the administration of the diocese of Annonarian Italy. He turns to Valiant to find out why this is happening. European Parliament constituency. He was a founding director of the Australian Elizabethan Theatre Trust and of the National Trust of Australia, and deputy-chairman of the National Gallery of Victoria. Modern Insect Extinctions, the Neglected Majority. Representatives of peace organizations and other national and international organizations concerned with the specific subject of the conference.The height of this was around the reign of Henry II in the 1170s. In May 2006, Laudrup announced that he, along with John ""Faxe"", did not accept the one-year contract extension offered by the club, [8] and following three titles in four seasons, the pair left the club in June.Most of the islands (about 550) are in the Andamans group, 26 of which are inhabited. Sharpe, Michael and Shaw, Robbie.Very few Japanese ended up in POW camps, this may have been due to Japanese soldiers reluctance to surrender. Multiple lounges may also prevent overcrowding of the lounge facilities. Several other Heroes of the Lance were played by various people. Wikimedia Atlas of Democratic Republic of the Congo. Karl Christ, The Romans, University of California Press (Berkeley, 1984)[ISBN 0-520-04566-1], pp.Koninklijke Marechaussee (KMar), the Royal Military Police, tasks include military police and border control. Princeton removes LeMenager from admission office for violations - The Daily Princetonian. UC Riverside 10-1 Florida Southern. Among the most important cultural performances held annually are the Locarno International Film Festival [137] and the Montreux Jazz Festival. The 2009 version of MeSH contains a total of 25,186 subject headings, also known as descriptors. It is a quiet, peaceful place and people that wish to be alone while they wrestle with a dilemma, stay alone, and those that bring someone to discuss matters with, stay with their company. Allan Wilson were sent across the river to patrol the area. While the corresponding northern-hemisphere continent Laurasia moved further north, Gondwana drifted south. GDP growth had been strong and steady from 1993 to 2000 with only a short slowdown from 2001 to 2002.Longer than a meridian (as a great circle passing through the two poles).Thomas Aquinas, though an early version of it is cited in Did.University of Illinois Environmental Council. Postcodes are used in Australia for the purposes of sorting and directing mail. One method of reducing the risk of infection in the local area of the urethra is to urinate immediately after sex. Essential Air Service documents (Docket Number 2761) from the U.Tamil Nadu has made fair strides in the field of sports. You are subscribed as: hibody@csmining.org. Click here to unsubscribe. Copyright (c) 2010 forests two "
spam,"Double Your Life Insurance at NO EXTRA COST!... TCTOOM Save up to 75% on your Term Life Insurance! Compare rates from top insurance companies around the country In our life and times, it's important to plan for your family's future, while being comfortable financially. Choose the right Life Insurance policy today. Click the link below to compare the lowest rates and save up to 75% COMPARE YOUR COVERAGE You'll be able to compare rates and get a free application in less than a minute! *Get your FREE instant quotes... *Compare the lowest prices, then... *Select a company and Apply Online. GET A FREE QUOTE NOW! You can't predict the future, but you can always prepare for it. to be excluded from future contacts tuckers "
spam,"Discount CialisViagra from $1.20, Express delivery, 90000+ Satisfied US, UK, CANADIAN Customers! jqik 2gnx Save Huge on Rx ED Meds 100mg 30 tabs $70. 100mg 100Tabs, $179 Order Today http://columneither.com "
spam,"[SPAM] Your facebook page blocked Deals and News a {color:#3378ad;text-decoration:none;} body {font-family:Tahoma;} table { font-family:Tahoma; 	width: 700px; } Can't see the images? Email not displaying correctly? View it on your browser here . &nbsp;Deals & News 	 July 	4, 2009 &nbsp; R= eader&#39;s 																		Choice 																 This Newsletter is sent by permission only. 						You are subscribed as hibody@csmining.org to the 						 Newsletter . To CHANGE,UNSUBSCRIBE or REMOVE from all mailings , pl= ease LOGIN to manage your subscriptions. 						 To view this newsletter on our site please 						 click here . =A9 2000-2009 by Awiluujye Publishing, Inc. All rights reserved. Unsubscribe &nbsp;&nbsp; | Contact Us &nbsp;&nbsp; | About Us &nbsp;&nbsp; | Privacy Policy "
spam,"[SPAM] Your voice accepted Save BIG during our Summer SALE. We're discounting up to 75%! Specials end Friday, August 28th, or while supplies last. Having problems viewing this email? Please view online here Dear hibody, Here are this week's specials - shop now! These specials end August 28th, or while supplies last . SUBSCRIBERS-ONLY SPECIALS: 75% OFF! ORDER NOW 				 UPDATE! Read the update here &gt;&gt; 		 Please note: Specials end August 28th, or while supplies last . UNSUBSCRIBE | Change Email Settings | Privacy Policy | Recommend Us This email was sent to hibody@csmining.org because you have subscribed to this email newsletter series. To make sure our emails do not go into your junk or spam mailbox, please add us to your safe senders list or address book. Did somebody forward this email to you? Learn more about subscribing to email specials like these here . Copyright 2009, QARIXO, Inc. All rights reserved. "
spam,"New Stock Pick: BBAN - Last Pick UP 309%.......................................... gsg Volume 8, Issue 35 - Sept. 2002 CLICK HERE &nbsp; &nbsp; I no longer wish to receive your newsletter click here urfrdemubblkunmdbyh "
spam,"Got plans tonight? Never Pay Retail! Man Woman a Man a Woman Any Alaska Alabama Arkansas Arizona California Colorado Connecticut D.C. Delaware Florida Georgia Guam Hawaii Iowa Idaho Illinois Indiana Kansas Kentucky Louisiana Massachusetts Maryland Maine Michigan Minnesota Missouri Mississippi Montana North Carolina North Dakota Nebraska New Hampshire New Jersey New Mexico Nevada New York Ohio Oklahoma Oregon Pennsylvania Puerto Rico Rhode Island South Carolina South Dakota Tennessee Texas Utah Virginia The Virgin Islands Vermont Washington Wisconsin West Virginia Wyoming --------- Alberta British Columbia Manitoba New Brunswick Newfoundland Northwest Territories Nova Scotia Ontario Prince Edward Island Quebec Saskatchewan Yukon Territory --------- New South Wales Queensland South Australia Tasmania Victoria Western Australia United States Afghanistan Albania Algeria Andorra Angola Antigua Argentina Armenia Aruba Australia Austria Azerbaidjan Bahamas Bahrain Bangladesh Barbados Belgium Belize Benin Bermuda Bhutan Bolivia Bosnia Botswana Brazil Brunei Bulgaria Burkina Faso Burma Burundi Cambodia Cameroon Canada Cape Verde Central Afr. Rep. Chad Chile China Colombia Comoros Congo Congo (Zaire) Costa Rica Croatia Cuba Cyprus Czech Republic Denmark Djibouti Dominica Dom. Republic Ecuador Egypt El Salvador Equatorial Guinea Eritrea Estonia Ethiopia Fiji Finland France Gabon Gambia Georgia Germany Ghana Gibraltar Greece Guam Guatemala Guinea Guinea-Bissau Guyana Haiti Honduras Hong Kong Hungary Iceland India Indonesia Iran Iraq Ireland Israel Italy Ivory Coast Jamaica Japan Jordan Kazakhstan Kenya Kuwait Laos Latvia Lebanon Liberia Libya Liechtenstein Lithuania Luxembourg Macau Macedonia Madagascar Malawi Malaysia Maldives Mali Malta Mauritania Mauritius Mexico Moldova Monaco Mongolia Morocco Mozambique Namibia Nepal Netherlands New Zealand Nicaragua Niger Nigeria North Korea Norway Oman Pakistan Panama Paraguay Peru Philippines Poland Portugal Puerto Rico Qatar Romania Russia Rwanda San Marino Saudi Arabia Senegal Sierra Leone Singapore Slovakia Slovenia Somalia South Africa South Korea Spain Sri Lanka Sudan Sweden Switzerland Syria Taiwan Tanzania Thailand Togo Trinidad Tunisia Turkey Turkmenistan Uganda Ukraine U.A.E. United Kingdom United States Uruguay Venezuela Vietnam Yemen Yugoslavia Zambia Zimbabwe You have received this email because you have subscribed through one of our marketing partners. If you would like to learn more about Frugaljoe.com then please visit our website www.frugaljoe.com If this message was sent to you in error, or if you would like to unsubscribe please click here or cut and paste the following link into a web browser: http://www.frugaljoe.com/unsubscribe.php?eid=392232\~moc.cnietonten^^mj\~1754388\~12a1 "
ham,"Re: Fwd: Re: Kde 3.5 ...From nobody Mon Mar 5 10:42:14 2018 Content-Type: Text/Plain; charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable On Monday 10 May 2010 12.57:18 Mike Bird wrote: > Please don't interfere with discussions about rescuing KDE 3.5. So far most of the ""discussion"" has been whining about where KDE 4 is=20 perceived to be worse than KDE 3.5 and whining that ""somebody should please= =20 do something"". If the discussion starts to get positive and deals with stuff like who will= =20 do what and where to host the new packages until they can be uploaded etc.,= =20 this kind of whining about what discussions should or should not be held=20 will probably stop quite soon. (At least from my side.) cheers =2D- vbi =2D-=20 I think there's a world market for about five computers. 		-- attr. Thomas J. Watson (Chairman of the Board, IBM), 1943 "
spam,Buying ED Pills at big saving wqmue lnw1From nobody Mon Mar 5 10:42:14 2018 Content-Type: text/plain; charset=us-ascii Content-Transfer-Encoding: 8bit ED treatment P I L L S * Low prices for popular D R U G S & P I L L S. Wide choice. * Men ED Pills - Viagra Cialis Levitra at big saving Buy ED pills here http://shoppingbig.ru 
ham,"World's funniest joke revealedURL: http://www.newsisfree.com/click/-4,8518007,1440/ Date: Not supplied A year-long search received more than 40,000 entries from over 70 countries, and two million ratings - the analysis is now complete "
ham,"RE: Our friends the Palestinians, Our servants in government.when brickbats or fox exposes the folly of government they do so to accomplish a specific end; dumping truckload after truckload of bad acts proves their point: stupidity and greed typify government, therefore any government is too much government. -----Original Message----- From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of John Hall Sent: Sunday, October 06, 2002 5:03 PM Cc: 'FoRK' Subject: RE: Our friends the Palestinians, Our servants in government. Yes, you read the links. Sorry, but exposing folly is not only humorous but also instructive. It is only by exposing folly to ridicule that you stop it in the first place. 'Brickbats' leans heavily on both, though the item I highlighted was a 'horror' item not a 'gee that is stupid' item. For an example of the latter, see the city that wanted a woman to pay a ticket for parking in an UNmarked no-parking space. > From: Geege Schuman [mailto:geege@barrera.org] > > see my first line: I READ THE LINKS. brickbats. idiot. "
spam,"GREAT News for Men! NEW Breakthrough! We won't lie to you, smaller IS better....... . . . . . . . . When you're talking about SUPERCOMPUTERS! We HATE to break it to you guys, but women don't think that way... In the REAL WORLD, Size DOES matter. BIG time! Breakthroughs in Science have finally enabled men like you, to take things into their o= wn hands! Most of our techniques are 21st Century, but some of these techniques = have been around for CENTURIES! Ancient secrets , that only specific tribes, taught their wisest eld= ers. We reveal ALL of these to you, and more! What can our techniques help you accomplish naturally ? Effectively ADD between 1"" to 4.5"" to your penis size! Without surgery, pumps, or other painful methods. ""I'm convinced, let me get access to these, AM= AZING TECHNIQUES ONLINE! "" Every man on the planet would like to increase his penis SIZE and WIDTH, and we can show you how to do BOTH! Don't be Fooled by methods that only increase your LENGTH! Inc= rease the LENGTH and WIDTH of your penis! SAFELY and NATURALLY "
ham,"Re: AUGD: Displaying iPad at a meeting, what doesn't workOur iPhone presenter is usually a Biology teacher, who brings his own = videocamera and a lab stand to attach it to. Works surprisingly well.=20 Best, Kim Gammelg=E5rd President of Mac=D8stjylland http://mac=F8stjylland.dk _______________________________________________ Do not post admin requests to the list. They will be ignored. Augd mailing list (Augd@lists.apple.com) Help/Unsubscribe/Update your Subscription: http://lists.apple.com/mailman/options/augd/mlsubscriber.tech%40csmining.org This email sent to mlsubscriber.tech@csmining.org "
spam,"Pills For A LargerPenis! Bigger, Harder, Longer LastingE_r_e_c_t_i_o_n_s! hokhmd vd Effective way To Grow YourPenis 3""-4"" Grow & Thicken YourPenis, 100% Natural Herbal Pills(Absolute NO Side-Effect!!) Give yourself 3""-4"" Longer today! http://fenomenalive.ru "
ham,"Liddle quits Today with new BBC dealURL: http://www.newsisfree.com/click/-2,8418828,215/ Date: 2002-10-01T04:33:56+01:00 *Media:* The race is on for the most coveted job in BBC News after Rod Liddle says he is stepping down as editor of the Today programme. "
ham,Xorg and cpu usageFrom nobody Mon Mar 5 10:42:14 2018 Content-Type: text/plain; charset=ISO-8859-1 Hello there. I own a dell studio 1555 with an ATI Mobility Radeon HD4570. I have a debian testing installation and currently I have to use either radeon or the radeonhd drivers cause the proprietary (fglrx) driver doesn't support the xserver currently available in testing. Everything works just fine. I even got 3d acceleration and Kwin effects. The problem is that the xorg process is using the cpu and consuming much memory. The memory consumed is about 160MB but that doesn't really bother me cause I got plenty of it :P. Well the annoying thing is the cpu fan; xorg uses about 10% (as shown in kde's system monitor) and so the fan does never stop. Has anyone else spotted any high cpu usage when using those drivers? If I disable the kde effects the memory consumption gets lower but the cpu is still in heavy use by the xorg process. Well I got a few more questions about these open source drivers. Does anyone know if they have power saving enabled? I think when I used the fgrlx driver the battery lasted much longer. I also got an issue with suspend. It worked with the fglrx driver but with the opensource drivers the laptop doesn't wake up. Well it does but the display shows nothing. I have to play with alt+ctrl+f* before it shows something. Then if I type my pass I can see that the s2ram process is consuming 50% of the cpu! One time when doing so the laptop turn off by itself. I think it overheated so that makes me think that something goes wrong with the acpi after waking up from suspend. Sorry for the long post. Thanks in advance for any help. J 
spam,"Let Us ""Show You the Money!""From nobody Mon Mar 5 10:42:14 2018 Content-Type: text/plain; 	charset=""Windows-1252"" Content-Transfer-Encoding: 7bit Show Us Your Apps!	 Receive a total of $1,000 in CASH BONUSES* for every 5 LTC apps you write & submit before 9-30-02! If all 5 are not received by 9-30-02, but received by 12-31-02? You'll still get a total of $800 in Cash Bonuses* 	 	 Claim your cash! Call today! 800-316-5495 ? or ? Please fill out the form below for more information	 Name:	 	 	 E-mail:	 	 Phone:	 	 City:	 	State:	 	 	 	 	 	 *Bonuses awarded from M&O Marketing on paid, issued business. For agent use only. Offer subject to change without notice. Offer starts 7/15/02. Offer ends 12/31/02. Offer good in all states except: WI, IN, DE. Not available with all carriers.	 We don't want anyone to receive our mailings who does not wish to. This is professional communication sent to insurance professionals. To be removed from this mailing list, DO NOT REPLY to this message. Instead, go here: http://www.Insurancemail.net Legal Notice "
spam,"[spam] [SPAM] I'm going to show you this, but keep it secret!From nobody Mon Mar 5 10:42:14 2018 Content-Type: multipart/alternative; boundary=""----=_NextPart_001_0024_F7_01CA063A.EF0AF151"" ------=_NextPart_001_0024_F7_01CA063A.EF0AF151 Content-Type: text/plain; 	charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable =20 About this mailing: You are receiving this e-mail because you subscribed to Yahoo Featured = Offers Intel respects your privacy. If you do not wish to receive this G= oogle Featured Offers e-mail, please click the ""Unsubscribe"" link below.= This will not unsubscribe you from e-mail communications from third-par= ty advertisers that may appear in MSN Feature Offers. This shall not con= stitute an offer by IBM. Yahoo shall not be responsible or liable for th= e advertisers' content nor any of the goods or service advertised. Prices and item availability subject to change without notice. 2009 Microsoft | Unsubscribe | More Newsletters | Privacy Intel Corporation, WA 98052 This message was sent from iContact to editors@fiqih.com. It was sent f= rom: iContact AutoResponder, 00 Meridian Pkwy Suite 88, Durham, NC 9177.= You can modify/update your subscription via the link below. ------=_NextPart_001_0024_F7_01CA063A.EF0AF151 Content-Type: text/html; 	charset=""iso-8859-1"" Content-Transfer-Encoding: quoted-printable &nbsp; = = About this mailing: You are receiving this e-mail because you subscribed to Yahoo Featured O= ffers Intel respects your privacy.=20 If you do not wish to receive this Google Featured Offers e-mail, please= click the ""Unsubscribe"" link below.=20 This will not unsubscribe you from e-mail communications from third-part= y advertisers that may appear in MSN Feature Offers.=20 This shall not constitute an offer by IBM. Yahoo shall not be responsibl= e or liable for the advertisers'=20 content nor any of the goods or service advertised. Prices and item availability subject to change without notice. 2009 Microsoft | Unsubscribe | More Newsletters | Privacy Intel Corporation, WA 98052 This message was sent from iContact to editors@fiqih.com. It was sent fr= om: iContact AutoResponder, 00 Meridian Pkwy Suite 88, Durham, NC 9177.=20 You can modify/update your subscription via the link below. &nbsp; &nbsp; ------=_NextPart_001_0024_F7_01CA063A.EF0AF151-- "
ham,"On Windley's Radar TooURL: http://jeremy.zawodny.com/blog/archives/000220.html Date: 2002-10-03T00:24:56-08:00 Last week, I noticed that I was on Dave's radar. Now that I've caught up on blogging, it seems that I'm on Windley's radar too. He picked up on my FreeBSD/Linux MySQL story and that provoked an interesting discussion of... "
ham,"Re: [SAtalk] getting single-user spam assassin to work in FreeBSD default install ""Clark C . Evans"" said: > Hello. I'm hosted on a FreeBSD box where I can't modify the > local Perl installation. I downloaded and installed procmail > in my home directory, and now I'm trying to get spamassassin to work... > > bash-2.05$ perl Makefile.PL PREFIX=/home/cce SYSCONFDIF=/home/cce/etc > Warning: prerequisite HTML::Parser 0 not found at (eval 1) line 219. > Warning: prerequisite Pod::Usage 0 not found at (eval 1) line 219. > 'SYSCONFDIF' is not a known MakeMaker parameter name. SYSCONFDIR. --j. ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390 _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-talk "
ham,"[qtMovie frameImageAtTime:frameTime] nil w/Flip4Macimage = [qtMovie frameImageAtTime:frameTime] This returns nil for all wmv files even with Flip4Mac installed. Note that the video can be opened in QTPlayer, and even plays fine via QTKit in a MoviePlayer within my app. How can I correctly get a frame image? Trygve _______________________________________________ Do not post admin requests to the list. They will be ignored. QuickTime-API mailing list (QuickTime-API@lists.apple.com) Help/Unsubscribe/Update your Subscription: http://lists.apple.com/mailman/options/quicktime-api/mlsubscriber.tech%40csmining.org This email sent to mlsubscriber.tech@csmining.org "
ham,"Re: non-ASCII environmentStephen Powell writes: > Yes, Hercules is an IBM mainframe emulator. But the problem is > licensing. There are some *very old* releases of IBM operating > systems that have passed into the public domain that you can run on > the Hercules emulator. Which should suffice for testing his software with EBCDIC. > These are circa 1975 or so, which is about 35 years ago. An example > is VM/SP Release 6. The problem is that those operating systems don't > have a C compiler or a POSIX interface. Are there any copies of MTS (Michigan Terminal System) around? It would be in the public domain and I know it had a C compiler: I used it to teach myself C. My wife would love to have MTS back again (of course, she'd insist on a full set of printed manuals...) -- John Hasler -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/87tyrkcmrz.fsf@thumper.dhh.gt.org "
ham,"Re: [SAtalk] How'd this one slip through?Rose, Bobby wrote: > Ouch ;-) Although I'm not ready to give up razor just yet, I'd like to > see a pyzor check in SA. I don't think it even needs to be written in > perl. SA is actually calling razor-check and razor-report as well as > dccproc for those checks so it should be nothing more than duplication > of coding to add pyzor. The problem is that Python has a much longer startup time than Perl (though this may have changed recently, I don't know). This is partly why Python was never very popular for CGIs. Matt. ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-talk "
