lang,text
german,"Als Parlament ist es unsere Aufgabe, die Kombination dessen zuwege zu bringen, was die Forschung produziert und was im Hinblick auf Innovation damit getan werden kann."
german,"Als Politiker neigen wir dazu, wenn wir etwas erreichen möchten, eine neue Schicht aufzutragen, eine zusätzliche Verordnung, ein zusätzliches Programm, eine zusätzliche Finanzierungsmöglichkeit. Möglicherweise ist ""zusätzlich"" in diesem Fall nicht die Lösung; vielleicht liegt die Lösung hier bei ""weniger"" oder ""anstatt dessen""."
german,"Als Schattenberichterstatter für den Bericht von Frau Hirsch zur europäischen Zusammenarbeit in der beruflichen Aus- und Weiterbildung möchte ich gerne erläutern, warum ich für die Annahme dieses Berichts gestimmt habe."
german,"Als Schattenberichterstatter für den Entwurf einer Stellungnahme von Frau Girling zu Insolvenzverfahren fand ich, dass die Notwendigkeit besteht, dass die Angestellten einen umfassenderen rechtlichen Schutz und Sicherheit erhalten, die harmonisiert werden sollte, und vor allem wirksame Rechtsmittel."
german,"Als Schattenberichterstatter für die Fraktion der Europäischen Volkspartei (Christdemokraten) denke ich, dass wir regionale und lokale Gebietskörperschaften in die Vorbereitung und Umsetzung von Partnerschaften einbinden und zu einer thematischen Konzentration auf die Prioritäten und die finanzielle Ressourcen, die in Zukunft bereitgestellt werden sollen, kommen müssen."
german,"Als Schattenberichterstatter für die Fraktion der Europäischen Volkspartei (Christdemokraten) möchte ich darauf hinweisen, dass das hervorragende Ergebnis, das in der Schlussabstimmung erzielt wurde, wieder einmal die enge Zusammenarbeit zwischen den politischen Gruppen zeigt."
german,Als Schattenberichterstatter meiner Fraktion möchte ich Frau Goulard zur Annahme ihres Berichts beglückwünschen und ihr für die gute Zusammenarbeit bei diesen schwierigen Verhandlungen danken.
german,"Als Schattenberichterstatterin für dieses Dossier habe ich klar und deutlich für diese Entschließung und dieses Abkommen gestimmt, um Kroatien in die Lage zu versetzen, sich an den Arbeiten der Europäischen Beobachtungsstelle für Drogen und Drogensucht, sowie an dem Europäischen Informationsnetz für Drogen und Drogensucht (REITOX) zu beteiligen."
german,"Als Schattenberichterstatterin habe ich einen Änderungsantrag im Namen der Konföderalen Fraktion der Vereinigten Europäischen Linken/Nordische Grüne Linke zum Thema Ursprungskennzeichnung, verpflichtende Kennzeichnung von tierischen Erzeugnissen sowie Ethik- und Ökolabels vorgelegt."
german,"Als Sozialdemokrat, der großen Wert auf die grundlegenden sozialen Rechte der Menschen und das langfristige Wohlergehen der Gesellschaft legt, unterstütze ich diesen Bericht, da er sich ausführlich und umfassend mit diesen Fragen beschäftigt."
german,"Als Sozialdemokratischer Koordinator für Menschenrechte möchte ich außerdem der Hohen Vertreterin zu ihrer strategischen Überprüfung der Menschenrechte gratulieren sowie zu ihrer Zusage in ihrem Brief an die Außenminister, dass die Menschenrechte in die Entwicklung der Handelsbeziehungen und sonstige EU-Politik integriert und ""konkrete Ziele"" erreicht werden sollen."
german,"Als Teil der Anstrengung sollte die Europäische Union in Zusammenarbeit mit den Mitgliedstaaten darauf abzielen, die vorhandenen Rechtsvorschriften so abzuändern, dass diese Hausangestellten integriert und, vor allem, die Zusammenarbeit zwischen den Mitgliedstaaten und der Austausch empfehlenswerter Verfahren vorangebracht wird."
german,"Als Teil der Innovationsunion wurde eine Pilotinitiative im Rahmen einer Europäischen Innovationspartnerschaft vorgeschlagen, deren Ziel darin besteht, die gesamte Innovationskette, von der Forschung bis zur Entwicklung und darüber hinaus, abzudecken, um angemessene Bedingungen für eine erfolgreiche Markteinführung von Forschungsergebnissen und -entwicklungen sicherzustellen."
german,"Als Teil der Verhandlungen, die sie durchführt, muss die Europäische Kommission versuchen, sowohl eine transparentere Ordnungspolitik zu fördern, die den europäischen Unternehmen helfen wird, die Regeln für den Handel mit japanischen Partnern vollständig zu verstehen, und den Zugang im Bereich öffentliches Auftragswesen zu deregulieren."
german,"Als Teil der Vorbereitung, haben wir Herrn Reul, den Vorsitzenden des Ausschusses für Industrie, Forschung und Energie eingeladen, um über die Vertretung des Ausschusses im Mittelpunkt des Innovationskonvents zu sprechen."
german,Als Teil des Gesetzgebungspakets zur Stärkung der wirtschaftspolitischen Steuerung in der EU und dem Euroraum wurde auch über diesen Entwurf einer Stellungnahme zu dem Kommissionsvorschlag zur Änderung der Verordnung über die Beschleunigung und Klärung des Verfahrens bei einem übermäßigen Defizit abgestimmt.
german,"Als Teil des Pakets wurde die Kommission jedoch vom Europäischen Rat und Parlament aufgefordert, Modalitäten für deren Aufnahme in die Reduktionsverpflichtung der EU bis Mitte 2011 zu bewerten und dementsprechende Gesetzesvorschläge zu unterbreiten."
german,Als Teil einer möglichen Aktionsstrategie werden wir uns mit einer Reihe wichtiger Elemente befassen: Verstärkung der EU-Präsenz in Juba durch Einrichtung einer EU-Delegation; Einleitung eines umfassenden politischen Dialogs; Stabilisierung des Südsudan und der gemeinsamen Grenze durch spezifische Maßnahmen und Instrumente - einschließlich der Gemeinsamen Sicherheits- und Verteidigungspolitik und des Instruments für Stabilität - und durch Aufstockung der Entwicklungshilfe.
german,"Als Verfasser der Stellungnahme des Ausschusses für Umweltfragen, Volksgesundheit und Lebensmittelsicherheit erhielt ich Gelegenheit, aus erster Hand mitzuerleben, wie aus dem technischen Vorschlag über Nacht ein hochpolitisches Thema wurde, und daher möchte ich all meinen Kolleginnen und Kollegen danken, die es geschafft haben, sogar unter dem Druck des Unglücks in Japan objektiv zu bleiben."
german,"Als Verfasser der Stellungnahme des Ausschusses für Umweltfragen, Volksgesundheit und Lebensmittelsicherheit war ich bestrebt, diese Idee zu unterstützen, indem ich die Aufmerksamkeit auf einige der wichtigsten Herausforderungen lenkte, vor denen wir in den folgenden Bereichen stehen, um nur einige Beispiele zu nennen: Ressourcenknappheit, effiziente Ressourcennutzung, Nutzung und Wiederverwertung von Abfällen, Lebensmittelqualität und Ernährungssicherheit, demografischer Wandel; neue Epidemien und Erhaltung der Natur und der biologischen Vielfalt."
german,"Als Verfasserin der Stellungnahme des Entwicklungsausschusses zu diesem Bericht bin ich erfreut, dass er heute vom Plenum des Europäischen Parlaments angenommen wurde."
german,"Als Verfasserin der Stellungnahme des Fischereiausschusses habe ich für den Cadec-Bericht gestimmt, welcher meine Schlussfolgerungen enthält. Partnerschaftliche Abkommen im Fischereisektor sollten nicht nur ein legales Mittel sein, um Fischereifahrzeugen der EU-Mitgliedstaaten Zugang zu Fischereiressourcen von Drittländern zu ermöglichen."
german,"Als Vertreter eines südlichen Euro-Landes, das mit großen finanziellen Problemen zu kämpfen hat, ist er außerdem das völlig falsche Signal an die Märkte und Bürger, die keine Transferunion, sondern eine stabile Währung haben wollen."
german,"Als bulgarische Politikerin verfolge ich mit besonderem Interesse die Entwicklungen bezüglich der Zwischenkategorie der Empfängerregionen, die im neuen Haushaltsrahmen 2013-2020 geschaffen werden soll."
german,"Als das Austauschprogramm Erasmus Mundus 2004 durch die Unterstützung einer großen Mehrheit dieses Parlaments eingeführt wurde, konnte ich die Europäische Kommission veranlassen, der Ergreifung von Maßnahmen, die für die Gewährleistung der Qualität dieses Programms notwendig sind, zuzustimmen."
german,"Als das Parlament, als das Gremium, das die Entlastung genehmigt, möchten wir Zugang zu allen Dokumenten."
german,"Als der Europäische Haftbefehl als Rahmenbeschluss angenommen wurde, hat das Europäische Parlament immer sehr deutlich gemacht, dass einerseits die Voraussetzungen für die Anwendung des Europäischen Haftbefehls relativ streng sind, er also nur für wirklich schwere Straftaten gelten soll, dass eine Verhältnismäßigkeit der Anwendung gegeben ist und dass gleichzeitig die Verfahrensstandards in der Europäischen Union harmonisiert werden."
german,"Als der größte Markt für derartige Erzeugnisse sollte die Europäische Union daher Maßnahmen unterstützen, deren Ziel die Verhütung von Verstößen gegen die Fischereivorschriften ist."
german,"Als die Verordnung, die die De-Minimis-Beihilfe einführte, 2007 angenommen wurde, dachte man, dass dies keine Auswirkungen auf den Wirtschaftsverkehr haben und den Wettbewerb nicht verzerren würde."
german,"Als dieser Bericht in erster Lesung mit sehr großer Mehrheit vom Parlament angenommen wurde, wurde hervorgehoben, dass wir eine weitreichende Debatte über die Etikettierung von Textilerzeugnissen, einschließlich der Ursprungskennzeichnung, einleiten müssen, und wir haben vorgeschlagen, den Anwendungsbereich dieser Verordnung auf bestimmte Sektoren auszuweiten."
german,"Als dieses Parlament erstmals den Vorschlag der Kommission erhalten hat, stand fest, dass die Rechte der Verbraucher in vielen Ländern bedroht und nicht verbessert wurden."
german,"Als ein Forum auf europäischer Ebene, in dem Meinungen geäußert werden und ein Konsens zwischen den drei Säulen unseres produktiven und wirtschaftlichen Lebens erreicht werden soll, die in dieser Krisenzeit so sehr notwendig sind, ist dies eine Einrichtung, die mir von grundlegender Wichtigkeit erscheint."
german,"Als ein Staat mit einem so herausragenden Status hat es jedoch mit der Unterzeichnung der gemeinsamen Abkommen als Partner der EU versprochen, die Grundsätze der Demokratie, der Menschenrechte und der Rechtsstaatlichkeit, die die grundlegende Voraussetzungen für eine solche Zusammenarbeit darstellen, zu achten."
german,"Als eine mögliche Finanzierungsquelle schlägt der Bericht vor, Unternehmen für Leistungen für das Ökosystem zu bezahlen, durch die sie zur Erhaltung der biologischen Vielfalt und zur Erhaltung der Wälder beitragen."
german,"Als er zur Aussprache im Ausschuss eingereicht wurde, wurde er durch ein Verfahren von 50 Kompromissänderungsanträgen von allen in Europa vertretenen politischen Fraktionen und Regionen weiter angepasst."
german,Als erster Punkt der Tagesordnung folgt die mündliche Anfrage an die Kommission von Frau Erminia Mazzoni im Namen des Petitionsausschusses über die Anwendung der UVP-Richtlinie in Österreich (Ο-000084/2011 - Β7-0314/2011).
german,"Als gewählte Vertreterin aus einer Hafenstadt unterstütze ich meine Kollegen nachdrücklich in der Forderung, dass die Kommission eine Anhebung der De-Minimis-Beihilfen-Obergrenzen genehmigen soll."
german,"Als gewählter Vertreter einer grenzübergreifenden Region ist mir dies ein besonderes Anliegen, und ich begrüße die Forderung nach einer verstärkten Zusammenarbeit der lokalen Verwaltungen, womit sowohl die Zusammenarbeit zwischen den Behörden als auch die Zusammenarbeit mit den europäischen Organen gemeint ist."
german,"Als gewählter Vertreter im Wahlbezirk Südost widme ich den Problemen der Städte große Aufmerksamkeit, vor allem da Marseille in Frankreich die Stadt mit der zweitgrößten Einwohnerzahl ist."
german,"Als ich den Vorsitz übernommen habe, habe ich deutlich gemacht, dass ich von allen Rednern erwarte, sie mögen ihre Redezeit für den Rest des Abends bitte einhalten, da wir sonst Schwierigkeiten bekommen, weil es nach Mitternacht wird, und das möchte ich nicht."
german,"Als ich diese Entschließung las, habe ich in der Tat an meine eigenen Wählerinnen und Wähler gedacht, die in London vor sechs Jahren von Terroristen, die von Al-Qaida inspiriert waren, gnadenlos in die Luft gesprengt worden sind."
german,"Als integraler Teil des Beschlusses gibt eine chronologische Liste für jedes Jahr bis 2019 die beiden Mitgliedstaaten an, die einen Anspruch darauf haben, den Titel zu tragen."
german,"Als italienischer Abgeordneter des Europäischen Parlaments begrüße ich die Kandidatur von Mario Draghi als Präsident der Europäischen Zentralbank (EZB). Ich habe seiner Anhörung im Europäischen Parlament am 14. Juni zugehört. Seine herausragende Karriere, die von seinen akademischen Ernennungen bis hin zu seiner Position auf höchster Ebene der Wirtschafts- und Finanzwelt, als Vorsitzender des Forums für Finanzstabilität reicht, macht ihn zu einem hochrangigen Kandidaten für das Amt des Präsidenten."
german,"Als jemand, der einen Wahlkreis vertritt, der von grenzüberschreitenden Angelegenheiten besonders betroffen ist und der aus der einzigen Region in Frankreich kommt, die an drei Mitgliedstaat der EU grenzt, kenne ich diese Probleme sehr gut, und diese Richtlinie stellt einen großen Fortschritt dar."
german,"Als jüngstes Beispiel wären hier die Vorfälle in Bulgarien vom 20. Mai zu nennen, bei denen es vor der einzigen Moschee in Sofia zwischen Vertretern der nationalistischen Partei Ataka und gläubigen Muslimen zu Auseinandersetzungen kam."
german,"Als letzten Punkt: In dieser Diskussion und in den Arbeiten im Ausschuss wurde ganz deutlich, dass es hier unterschiedliche Interessen gibt, je nachdem wie viele bilaterale Abkommen der eigene Staat schon geschlossen hat."
german,"Als letzter Hinweis, Frau Präsidentin, darf ich darauf verweisen, dass, wenn wir als Parlamentarier zukünftig wirklich stärker ohne Lobbyisteneinfluss arbeiten wollen, müssen wir vor allem unsere Ausstattung, unsere Mitarbeiter stärken; dann können wir selbst mehr für die Bürger in der Europäischen Union leisten."
german,"Als letzter Punkt die Frage Export: Der Grundsatz unseres Vorschlags lautet, dass jeder Mitgliedstaat, egal, ob und wie viele Kernkraftwerke er hat, welche Mengen er an Abfällen generell zu bearbeiten hat - auch ohne Kernkraftwerke hat jeder Mitgliedstaat kernenergetische Abfälle aus der Großapparatemedizin und aus der industriellen Forschung -, seinen Aufgaben selbst nachkommen und jederzeit auch mit anderen Mitgliedstaaten bilaterale Abkommen und Lösungen finden muss."
german,Als letztes möchte ich noch etwas zu meinem Besuch in Mannheim im vergangenen Jahr sagen.
german,"Als liberale Abgeordnete des Europäischen Parlaments unterstützen Gesine Meissner und ich eines der Elektrofahrzeuge in diesem Rennen, mit dem Ziel, nachhaltige Verkehrsträger zu fördern."
german,"Als man sich vor einem Jahr auf die Rettungsaktion einigte, sollte sie als sofortige Überbrückungshilfe dienen, als eine kurzfristig bedingte Maßnahme, weil Griechenland zum jetzigen Zeitpunkt schon wieder günstig Kredite aufnehmen könnte, da die Krise vorbei wäre. Wir sehen heute, dass das nicht funktioniert hat."
german,Als nächster Punkt auf der Tagesordnung folgt die Aussprache über Madagaskar.
german,"Als nächster Punkt folgt der Bericht von Albert Deß im Namen des Ausschusses für Landwirtschaft und ländliche Entwicklung über die GAP bis 2020: Nahrungsmittel, natürliche Ressourcen und ländliche Gebiete - die künftigen Herausforderungen."
german,Als nächster Punkt folgt der Bericht von Frau Balzani im Namen des Haushaltsausschusses über das Mandat für den Trilog über den Entwurf des Haushaltsplans 2012 (2011/2019 (BUD)).
german,"Als nächster Punkt folgt der Bericht von Gunnar Hökmark, im Namen des Ausschusses für Industrie, Forschung und Energie über die Funkfrequenzpolitik - C7-0270/2010 -."
german,"Als nächster Punkt folgt der Bericht von Herrn Leinen im Namen des Ausschusses für Umweltfragen, Volksgesundheit und Lebensmittelsicherheit über den Vorschlag für eine Verordnung des Europäischen Parlaments und des Rates über Europäische Umweltökonomische Gesamtrechnungen - C7-0092/2010 -."
german,"Als nächster Punkt folgt der Bericht von Richard Falbr im Namen des Ausschusses für Beschäftigung und soziale Angelegenheiten über die außenpolitische Dimension der Sozialpolitik, Förderung von arbeits- und sozialrechtlichen Standards und soziale Verantwortung der Unternehmen (A7 0172/2011)."
german,"Als nächster Punkt folgt der Bericht von Romana Jordan Cizelj, im Namen des Ausschusses für Industrie, Forschung und Energie, zu dem Vorschlag für eine Richtlinie des Rates über die Entsorgung abgebrannter Brennelemente und radioaktiver Abfälle - C7-0387/2010 - 2010/0306(NLE))."
german,"Als nächster Punkt folgt die Aussprache über die Anfrage zur mündlichen Beantwortung (O000109/2011) von Herrn Bogusław Sonik im Namen des Ausschusses für Umweltfragen, Volksgesundheit und Lebensmittelsicherheit an die Kommission zum Thema ""Nukleare Sicherheit 25 Jahre nach der Katastrophe von Tschernobyl"" (B70312/2011)."
german,"Als nächster Punkt folgt die Aussprache über die Themen Vermeidung und Korrektur makroökonomischer Ungleichgewichte, Verfahren bei einem übermäßigen Defizit, Anforderungen an die haushaltspolitischen Rahmen der Mitgliedstaaten, haushaltspolitische Überwachung im Euroraum, haushaltspolitische Überwachung und Überwachung und Koordinierung der Wirtschaftspolitiken sowie Durchsetzungsmaßnahmen zur Korrektur übermäßiger makroökonomischer Ungleichgewichte im Euroraum."
german,Als nächster Punkt folgt die Aussprache über sechs Entschließungsanträge zu Belarus.
german,"Als nächster Punkt folgt die Empfehlung für die zweite Lesung von Toine Manders im Namen des Ausschusses für Binnenmarkt und Verbraucherschutz betreffend den Standpunkt des Rates in erster Lesung im Hinblick auf den Erlass einer Verordnung des Europäischen Parlaments und des Rates über die Bezeichnungen von Textilfasern und die damit zusammenhängende Etikettierung und Kennzeichnung der Faserzusammensetzung von Textilerzeugnissen und zur Aufhebung der Richtlinie 73/44/EWG des Rates, der Richtlinie 96/73/EG des Europäischen Parlaments und des Rates und der Richtlinie 2008/121/EG des Europäischen Parlaments und des Rates (13807/4/2010 - C7-0017/2011 -."
german,Als nächster Punkt folgt die Erklärung der Vizepräsidentin der Kommission und der Hohen Vertreterin für Außen- und Sicherheitspolitik zum Sudan und Südsudan (2011/2717 [RSP]).
german,"Als nächster Schritt wurde von der Kommission abgedacht, Pakistan wirtschaftlich unter die Arme zu greifen und Zollaussetzungen für Textilwaren und Ethanol zu garantieren."
german,"Als ob es möglich wäre, die Märkte mit ein paar Versprechen hinters Licht zu führen und eine wirkliche Lösung für die Situation zu verhindern."
german,"Als parlamentsfreundlicher Ratsvorsitz hoffen wir, dass die Ergebnisse, die uns schon beinahe eine Einigung gebracht haben, nicht vertan werden."
german,"Als solcher muss sie ihre Rolle in multilateralen Organisationen, insbesondere den Vereinten Nationen (UN), stärken, wo sie nach der Einführung des Europäischen Auswärtigen Dienstes (EAD) zunehmend aktiver agieren muss."
german,Als solcher muss sie sich für alles bezüglich der Durchsetzung internationaler Vorschriften gegen Verstöße einsetzen.
german,"Als stellvertretende Vorsitzende Interfraktionellen Arbeitsgruppe ""Öffentliche Dienste"" bin ich über den Ansatz besorgt, der hinsichtlich dieses Sektors gewählt wurde."
german,"Als stellvertretende Vorsitzende des Ausschusses für die Rechte der Frau und die Gleichstellung der Geschlechter fühle ich mich genötigt zu unterstreichen, wie wichtig es ist, dass wir alle zusammenarbeiten, und zwar auch außerhalb der EU, um die Diskriminierung und die Gewalt auf Grund des Geschlechts zu beenden, so dass die soziale Würde von Frauen wieder hergestellt wird und ihr aktiver Beitrag zur lokalen und übernationalen Wirtschaft wieder geleistet werden kann.--"
german,"Als stellvertretendes Mitglied des Ausschusses für Verkehr und Fremdenverkehr habe ich für diesen Bericht gestimmt, aber ich möchte noch einmal betonen, dass das Parlament seine neuen im Vertrag von Lissabon verankerten Verpflichtungen wahrnehmen und in jeder Phase der Verhandlungen über internationale Abkommen auf dem Laufenden gehalten werden sollte."
german,Als ständiger Berichterstatter im Bereich Rechtsgrundlagen von Rechtsvorschriften im Rechtsausschuss des Europäischen Parlaments möchte ich die Aufmerksamkeit insbesondere auf einen Aspekt im Bericht lenken - die Frage seiner Rechtsgrundlage.
german,"Als wesentlicher Beitrag zur sozialen Entwicklung und zur Armutsbekämpfung sollte sich frühkindliche Bildung auf die Gewährleistung eines Vorschulnetzwerkes stützen, das öffentlich, kostenlos, hochwertig und allen zugänglich ist."
german,"Als wir der Europäischen Union beitraten, wurde befürchtet, dass Polen und die neuen Mitgliedstaaten von den Möglichkeiten, die ihnen durch die Mitgliedschaft eingeräumt wurden, nicht ordnungsgemäß Gebrauch machen und die europäischen Fonds ohne angemessene Berücksichtigung ausgegeben würden."
german,"Als wir die Krise mit Griechenland hatten, schlug die Kommission nämlich einen Weg zur Umwandlung der Schulden vor, und dies wurde von den meisten Mitgliedstaaten im Euroraum abgelehnt."
german,"Als wir dieses Thema in der Vergangenheit hier diskutiert haben, hat uns die Kommission versichert, dass die betreffenden Punkte sorgfältig bewertet worden sind, um sicherzustellen, dass sie nicht mit den EU-Exporten kollidieren."
german,"Als wir uns ursprünglich auf die Rettungsprogramme für Griechenland einigten, war uns gesagt worden, dass diese ausreichen würde, um die Spekulanten abzuschrecken, dass Griechenland nun kostengünstiger Kredite auf dem Markt aufnehmen würde und dass nicht noch mehr gebraucht würde."
german,"Als wäre das nicht genug, nehmen auch die Rivalitäten zwischen den Stämmen und bewaffneten Gruppen im Südsudan zu, und nach Schätzung von Beobachtern sollen bereits mehr als tausend Menschen seit Januar ihr Leben verloren haben."
german,"Also beginnen wir erneut, uns Sorgen zu machen, dass wir in Zukunft von Russland wieder abhängiger sein werden."
german,"Also die Vorstellung, dass nationale Regierungen das Europäische Parlament kontrollieren dürfen, ist ein beispielloser Versuch der Schwächung dieses Parlaments."
german,"Also erhoffe ich ein Ja für den Dialog und ein Ja für Engagement, aber wir müssen bei den Forderungen nach Freiheit noch weiter gehen: Meinungsfreiheit, Redefreiheit und vor allem Pressefreiheit."
german,"Also etwa in der Frage der Schneiteiche, der Frage der Parkplätze, die dem Projekt dienen und anderem mehr."
german,"Also gibt es wirklich viel Gutes in dieser Verfassung, und wenn wir in Betracht ziehen, uns eine neue Verfassung zuzulegen, können wir viel davon lernen, was Ungarn getan hat."
german,"Also habe ich als ergebene Bürgerin, die sich aktiv für die Abschaffung der Kernkraftwerke einsetzt, eine schriftliche Erklärung zum Ausdruck der Solidarität mit den heldenhaften Bemühungen in Fukushima - eben denen der Arbeiter und Feuerwehrleute - eingereicht und ich war wirklich sehr überrascht, zu sehen, dass wir bis heute keine einzige Unterschrift aus den Reihen Ihrer Fraktion erhalten haben."
german,"Also ist das der mögliche Weg, und das ist es, was wir versuchen."
german,"Also lassen Sie uns bitte damit aufhören, den europäischen Haushalt als eine Belastung für die Finanzen der Mitgliedstaaten zu behandeln."
german,"Also man kann mir durchaus vorwerfen, in einer Minute allgemein zu sein, ich kann aber durchaus auch konkreter werden."
german,"Also müssen auch Flächen in die Schwellenwertberechnung einbezogen werden, in denen direkt keine Baumaßnahmen stattfinden, die aber unbestreitbar Bestandteil des Projekts und Bestandteil der Auswirkungen des Projekts sind."
german,"Also nochmals meine Frage: Sind Sie persönlich bereit, genau diese Anschubfinanzierung, von der alle sagen, dass wir sie dringend brauchen, wirklich auf den Weg zu bringen und nicht einfach das umzusetzen, was unter Ihren Vorvorgängern beschlossen worden ist?"
german,"Also schließe ich mit den Worten, die ich zu Beginn angebracht habe, dass es uns nicht an Ambitionen fehlt, dass wir die Ressourcen benötigen, um die Arbeit anständig ausführen zu können, dass wir konstant sein müssen sowie unsere Vorgehensweise entwickeln und stärken müssen, und dies ist es, was wir machen werden, aber wir werden es machen, indem wir die 27 Mitgliedstaaten der Europäischen Union mit uns auf diesen Weg nehmen, manchmal führend, manchmal drängend, manchmal Seite an Seite arbeitend, und Ihre Unterstützung wird einen unentbehrlichen Beitrag dazu leisten."
german,Also senden Sie bitte in der Erklärung keine zweideutige Botschaft.
german,"Also sind Sie beunruhigt, dass Sie verlieren werden, und bei der Verteidigung Ihrer Position, bei der Verteidigung Ihres geliebten ""Acquis communautaire"", Ihrem Gesetzeswerk, zeigen Sie sich intolerant, zeigen Sie sich nationalistisch."
german,"Also verschärfen wir die Krise durch noch mehr Integration und all die Dinge, die wir gestern in der Aussprache über diesen Bericht gehört haben, nämlich dass wir eine Steuerunion und wirtschaftspolitische Steuerung brauchen."
german,"Also was im Grunde genommen der Pistenpflege unterliegt, was ja auch entsprechend bearbeitet wird, was zunehmend auch beschneit wird, gehört für mich zu dem Erschließen des Berges und damit zum Schwellenwert notwendigerweise hinzu."
german,"Also weniger Kontrollsucht bei Finanzierungsanträgen und was besonders wichtig ist: lassen Sie uns denjenigen gegenüber, die sich an uns für Finanzierungs- und Förderungsfragen wenden, eine Dienstleistung erbringen, und zwar einen ""Service-Schalter"" für Antragsteller, Firmengründer, Betreiber von KMU und eventuell auch für Regionen und Forschungseinrichtungen."
german,"Also wieso versuchen Sie nicht, die Mitgliedstaaten - die Regierungen Ihrer Staaten - davon zu überzeugen, die Mittel ordentlich einzusetzen? Wenn wir wirklich helfen wollen, und wenn es ein Problem mit der Ausschöpfung der Mittel gibt, bin ich da, um es jedem zu vereinfachen, aber bisher wurden keine solchen Anstrengungen unternommen."
german,"Also würde dies dazu führen, dass wir ungleiche Bedingungen in unserem Sektor schaffen und die reichsten Staaten begünstigen würden."
german,"Also, das mit dem Heldentum ist leicht gesagt."
german,"Am 1. April 1987 sprach die Kommission die Empfehlung aus, dass alle Rechtsvorschriften mit bis zu 10 Änderungen kodifiziert werden sollten, damit die Gesetzgebung der Gemeinschaft einfacher zu verstehen sei."
german,Am 1. Januar 2013 wird das 800-MHz-Band für das mobile Internet in Nutzung genommen werden und die Nutzer drahtloser Internetverbindungen mit einem qualitativ hochwertigen Zugang versorgen und folglich die digitale Kluft reduzieren.
german,"Am 1. Oktober 2009 wurden die aggregierten Ergebnisse dem Ecofin-Rat übermittelt, der am 2. Dezember desselben Jahres den CEBS um Informationen zur Widerstandsfähigkeit des Bankensystems, für das neue Stresstests durchgeführt wurden, bat."
german,"Am 12. November 2009 kam das Oberste Gericht zu dem Ergebnis, dass in der Tat gegen materielle Vorschriften des Strafrechts verstoßen wurde und wies die Durchführung eines neuen Verfahrens beim Zentralen Stadtbezirksgericht Buda an. Das Gericht wird dieses neue Verfahren unter Berücksichtigung der Erwägungen in der Entscheidung des Obersten Gerichts durchführen."
german,"Am 14. April 2011 hat die Kommission einen Vorschlag für einen Beschluss über die Mobilisierung des Europäischen Fonds für die Anpassung an die Globalisierung (EGF) zugunsten Belgiens angenommen, mit dem Ziel, die Wiedereingliederung der Arbeitnehmer, die aufgrund der globalen Finanz- und Wirtschaftskrise entlassen wurden, zu fördern."
german,"Am 14. April 2011 hat die Kommission einen neuen Entwurf eines Beschlusses über die Mobilisierung des EGF zugunsten Belgiens angenommen, mit dem Ziel, die Wiedereingliederung von Arbeitnehmern, die infolge der globalen Wirtschafts- und Finanzkrise entlassen wurden, in den Arbeitsmarkt zu unterstützen."
german,"Am 14. April 2011 hat die Kommission einen neuen Vorschlag für eine Entscheidung über die Mobilisierung des EGF zugunsten Belgiens angenommen, mit dem Ziel, die Wiedereingliederung von 2 834 Arbeitnehmern, die im Hauptunternehmen General Motors Belgien und vier seiner im Kraftfahrzeugsektor tätigen Zulieferer in Antwerpen entlassen wurden, in den Arbeitsmarkt zu unterstützen."
german,"Am 14. Juni 2010 hat die Kommission ihren Aktionsplan für Anwendungen des Globalen Satellitennavigationssystems (GNSS) veröffentlicht, der 24 spezielle Empfehlungen für zu ergreifende Maßnahmen enthält. Den Hintergrund für den Aktionsplan bilden der breite Einsatz von globalen Satellitennavigationssystemen und vor allem die Entwicklung und der Einsatz von EGNOS (Europäische Erweiterung des geostationären Navigationssystems), dem Vorgänger des Galileo-Systems."
german,"Am 14. Juni 2010 hat die Kommission ihren Aktionsplan für Anwendungen des Globalen Satellitennavigationssystems (GNSS) veröffentlicht, der 24 spezielle Empfehlungen für zu ergreifende Maßnahmen enthält. Diese Branche ist insgesamt sehr stark gewachsen, seit 2000 das erste Mal GPS- (Globales Positionierungssystem) Dienste von amerikanischen satellitengestützten Einrichtungen zur Verfügung gestellt worden sind."
german,"Am 14. Juni 2010 hat die Kommission ihren Aktionsplan für Globale Satellitennavigationssysteme (GNSS) veröffentlicht, der 24 spezielle Empfehlungen für zu ergreifende Maßnahmen enthält. Der Aktionsplan wurde unter Berücksichtigung des breiten Einsatzes von globalen Satellitennavigationssystemen und vor allem der Entwicklung und des Einsatzes von EGNOS (Europäische Erweiterung des geostationären Navigationssystems) erstellt."
german,"Am 17. Januar dieses Jahres lief das Protokoll, das die Fischereitätigkeiten regelt, sowie die entsprechende wirtschaftliche Partnerschaft zwischen der EU und den Seychellen ab. In der Absicht, europäischen Fischereifahrzeugen weiterhin das Fischen in der Fischereizone der Seychellen im Indischen Ozean zu gestatten, hat die EU die Verlängerung des Protokolls zum partnerschaftlichen Fischereiabkommen verhandelt."
german,"Am 18. Mai 2010 nahm das Parlament in erster Lesung 63 Änderungsanträge mit einer großen Mehrheit an. Die meisten davon waren technische Änderungsanträge, die darauf abzielten, den Text mit dem Vertrag über die Arbeitsweise der Europäischen Union in Einklang zu bringen."
